AnimalID,Name,OutcomeType,AnimalType,AgeuponOutcome,Breed,Color,Quality,Sex,HairType,Mix,BreedGroup,MultiColored,Hour,Minute,Second,Year,Month,Day,LifeStage,DayPeriod
A717829,0,2,0,31,40,5,1,1,0,1,2,0,17,41,0,2016,02,06,1,0
A719129,0,2,0,366,44,17,0,0,0,1,0,0,18,27,0,2016,01,18,0,0
A692515,0,3,0,731,24,5,1,1,0,1,6,0,11,58,0,2015,02,20,0,0
A710886,0,2,1,31,1,7,1,1,4,1,1,0,16,24,0,2015,09,28,1,1
A702585,1,3,1,91,1,5,2,0,1,1,1,0,9,0,0,2015,05,16,1,0
A701233,1,3,1,22,1,9,2,0,1,1,1,0,18,24,0,2015,04,25,1,0
A667942,0,2,0,241,17,5,1,1,0,1,6,0,19,0,0,2013,12,01,1,0
A696052,1,3,1,181,1,7,2,1,4,1,1,0,9,0,0,2015,01,29,1,0
A659731,0,0,0,731,51,32,1,1,0,1,6,0,12,5,0,2014,05,22,0,0
A691441,1,2,0,121,135,5,0,0,0,1,1,0,12,10,0,2014,11,09,1,0
A717103,0,2,1,121,1,11,0,0,1,1,1,0,14,49,0,2016,02,15,1,1
A660910,0,0,0,731,22,12,0,0,0,1,7,0,12,31,0,2013,10,24,0,0
A680708,0,0,0,366,40,9,0,0,0,1,2,0,18,18,0,2014,06,09,0,0
A673620,0,2,0,3651,15,5,0,0,1,0,4,0,8,48,0,2014,07,24,0,0
A705422,0,2,0,151,13,5,1,1,0,1,0,0,16,58,0,2015,07,26,1,1
A666577,1,3,0,91,15,20,0,0,1,1,4,0,7,18,0,2013,11,06,1,0
A664118,0,2,0,61,38,26,1,1,0,1,0,0,16,2,0,2013,10,29,1,1
A680150,1,3,1,22,1,7,2,0,4,1,1,0,14,37,0,2014,05,30,1,1
A706503,1,2,0,181,2,2,1,1,0,1,1,0,18,30,0,2015,08,21,1,0
A482518,0,0,0,2556,38,17,0,0,0,1,0,0,12,53,0,2014,06,28,0,0
A717689,1,3,1,331,1,5,0,0,1,1,1,0,19,41,0,2015,12,16,1,0
A681037,1,1,0,1096,2,0,2,0,0,1,1,0,13,52,0,2014,06,16,0,1
A673363,1,2,0,61,17,4,0,0,0,1,6,0,17,59,0,2014,02,24,1,0
A683275,1,2,1,1096,1,47,0,0,1,1,1,0,17,56,0,2014,07,12,0,0
A692007,0,3,1,1096,1,6,1,1,4,1,1,0,14,4,0,2015,01,02,0,1
A689348,0,3,1,31,1,7,2,1,4,1,1,0,14,56,0,2014,10,14,1,1
A714180,1,3,1,211,1,14,2,1,1,1,1,0,9,0,0,2015,10,20,1,0
A716820,0,2,0,61,106,8,1,1,0,1,1,0,17,52,0,2015,12,01,1,0
A666501,1,3,1,22,1,6,2,1,1,1,1,0,12,51,0,2013,11,02,1,0
A678251,0,2,0,1461,15,17,0,0,1,1,4,0,16,35,0,2014,05,17,0,1
A714014,0,2,0,366,15,5,1,1,1,1,4,0,14,50,0,2015,12,20,0,1
A694461,0,2,0,2921,15,4,0,0,1,1,4,0,11,38,0,2015,01,09,0,0
A717138,0,0,0,731,38,5,0,0,0,1,0,0,16,42,0,2015,12,06,0,1
A580469,0,0,0,4381,17,16,0,0,0,1,6,0,11,8,0,2013,11,27,0,0
A706433,0,3,0,731,17,13,0,0,0,1,6,0,14,34,0,2015,07,09,0,1
A718225,0,2,0,366,13,5,1,1,0,1,0,0,14,20,0,2015,12,31,0,1
A709145,1,4,0,8,15,5,2,1,1,1,4,0,11,44,0,2015,08,07,1,0
A713689,0,0,0,61,13,0,1,1,0,1,0,0,19,5,0,2015,10,13,1,0
A685573,0,2,0,366,71,4,0,0,0,1,1,0,14,37,0,2014,08,21,0,1
A642317,0,0,0,3651,15,17,0,0,1,1,4,0,14,59,0,2015,08,27,0,1
A671716,0,2,0,151,38,5,0,0,0,1,0,0,15,52,0,2014,02,05,1,1
A688925,1,3,1,29,1,14,2,1,1,1,1,0,14,50,0,2014,09,26,1,1
A719622,0,0,0,731,13,32,1,1,0,1,0,0,18,25,0,2016,01,25,0,0
A701189,0,1,1,1096,1,7,3,2,1,1,1,0,13,45,0,2015,04,25,0,1
A699878,1,3,0,31,36,45,2,0,0,1,3,0,13,27,0,2015,04,04,1,1
A708333,0,2,0,731,87,4,1,1,0,1,6,0,14,52,0,2015,07,31,0,1
A716195,0,2,1,61,1,18,1,1,1,1,1,0,13,41,0,2015,12,23,1,1
A694573,0,2,0,241,30,0,1,1,0,1,5,0,13,35,0,2015,02,22,1,1
A701285,1,3,1,15,1,9,2,0,1,1,1,0,13,33,0,2015,04,27,1,1
A690658,1,3,1,1096,1,5,2,0,1,1,1,0,9,0,0,2014,10,24,0,0
A701753,0,2,1,61,1,2,1,1,1,1,1,0,17,41,0,2015,05,12,1,0
A694073,0,0,0,366,87,8,1,1,0,1,6,0,18,2,0,2014,12,21,0,0
A675021,1,1,1,366,1,14,2,1,1,1,1,0,17,9,0,2014,03,21,0,0
A703925,1,3,1,3,1,9,3,2,1,1,1,0,14,52,0,2015,05,30,1,1
A684367,0,2,1,121,1,18,1,1,1,1,1,0,12,47,0,2014,08,29,1,0
A674651,1,2,0,61,52,5,0,0,0,1,5,0,17,31,0,2014,03,21,1,0
A696552,0,2,0,1096,124,32,0,0,0,1,1,0,12,10,0,2015,02,28,0,0
A702675,0,2,0,61,38,17,1,1,0,1,0,0,13,5,0,2015,05,24,1,1
A713884,1,2,1,61,1,5,1,1,1,1,1,0,17,26,0,2015,10,18,1,0
A694258,0,0,0,366,85,32,1,1,0,1,4,0,13,49,0,2014,12,24,0,1
A699357,0,3,0,181,38,9,0,0,0,1,0,0,14,44,0,2015,04,30,1,1
A686611,0,0,0,366,54,4,0,0,0,1,1,0,17,45,0,2014,08,25,0,0
A704644,0,3,0,211,17,5,1,1,0,1,6,0,15,18,0,2015,06,20,1,1
A652148,0,3,1,731,1,11,0,0,1,0,1,0,12,59,0,2015,08,01,0,0
A671903,0,0,0,2921,8,9,2,0,0,1,5,0,12,14,0,2014,02,01,0,0
A693814,0,2,0,366,40,9,1,1,0,1,2,0,17,43,0,2014,12,19,0,0
A668864,0,2,0,1096,44,5,0,0,0,1,0,0,14,56,0,2014,01,06,0,1
A713195,0,2,1,61,1,18,1,1,1,1,1,0,14,19,0,2015,12,07,1,1
A671801,0,2,0,1096,15,9,1,1,1,1,4,0,13,25,0,2014,02,03,0,1
A693057,0,3,1,61,1,7,0,0,1,1,1,0,13,36,0,2014,12,18,1,1
A696025,0,2,0,731,2,12,0,0,0,1,1,0,18,13,0,2015,02,04,0,0
A673494,1,2,1,181,1,18,1,1,1,1,1,0,13,52,0,2014,09,12,1,1
A673887,1,3,1,1826,1,2,3,2,1,1,1,0,13,59,0,2014,03,04,0,1
A693358,1,3,0,61,13,5,0,0,0,1,0,0,14,33,0,2014,12,19,1,1
A677289,1,4,0,91,19,9,2,1,0,1,7,0,11,20,0,2014,04,28,1,0
A669663,0,2,0,366,15,13,1,1,1,1,4,0,17,51,0,2013,12,29,0,0
A696009,1,2,0,61,38,5,1,1,0,1,0,0,18,40,0,2015,01,31,1,0
A664225,0,0,0,1096,53,19,0,0,0,1,4,0,12,13,0,2013,10,01,0,0
A713030,0,3,1,31,1,5,2,1,1,1,1,0,15,7,0,2015,10,06,1,1
A683655,1,3,0,151,30,0,0,0,0,1,5,0,17,58,0,2014,07,17,1,0
A685638,0,2,0,1096,24,9,1,1,0,1,6,0,7,45,0,2014,12,02,0,0
A715447,0,3,1,331,1,7,0,0,1,1,1,0,0,0,0,2015,11,17,1,2
A671127,0,2,1,61,1,7,0,0,1,1,1,0,17,21,0,2014,02,03,1,0
A661638,0,0,0,2191,13,28,0,0,0,1,0,0,13,51,0,2014,09,18,0,1
A702373,0,1,0,1096,2,12,0,0,0,1,1,0,9,12,0,2015,05,26,0,0
A703081,1,3,1,22,1,6,2,0,1,1,1,0,14,10,0,2015,05,20,1,1
A684649,0,0,1,181,1,11,0,0,1,1,1,0,17,54,0,2014,11,25,1,0
A703932,0,3,1,31,1,11,2,0,1,1,1,0,12,47,0,2015,06,10,1,0
A668184,0,0,0,1461,27,5,1,1,0,1,0,0,12,17,0,2016,02,03,0,0
A691220,1,3,1,731,1,5,2,1,1,1,1,0,9,0,0,2014,11,01,0,0
A685580,1,3,1,22,1,5,2,1,1,1,1,0,15,58,0,2014,08,09,1,1
A711359,1,3,1,29,1,47,3,2,1,1,1,0,17,5,0,2015,09,05,1,0
A719880,1,3,1,366,1,7,0,0,1,1,1,0,19,16,0,2016,02,02,0,0
A652488,0,0,0,1461,13,5,1,1,0,0,0,0,12,8,0,2015,04,18,0,0
A701038,0,2,1,61,1,7,1,1,1,1,1,0,13,40,0,2015,06,28,1,1
A691526,1,3,1,181,1,18,2,1,1,1,1,0,9,0,0,2014,11,06,1,0
A712162,0,2,0,366,17,13,1,1,0,1,6,0,16,30,0,2015,09,19,0,1
A652101,0,0,0,1461,2,4,1,1,0,1,1,0,18,56,0,2016,01,06,0,0
A719025,1,2,1,61,1,7,0,0,1,1,1,0,17,13,0,2016,01,13,1,0
A709952,0,0,0,366,2,4,0,0,0,1,1,0,11,10,0,2015,08,15,0,0
A453933,0,0,0,4016,17,32,0,0,0,1,6,0,11,56,0,2014,05,30,0,0
A668015,0,0,0,271,17,0,1,1,0,1,6,0,17,31,0,2013,11,26,1,0
A689843,1,2,0,91,38,27,1,1,0,1,0,0,17,7,0,2014,10,14,1,0
A680668,0,0,0,731,18,5,0,0,3,1,0,0,14,4,0,2014,06,06,0,1
A686079,1,0,0,61,44,17,0,0,0,1,0,0,17,17,0,2014,08,22,1,0
A646262,0,0,0,1096,17,5,1,1,0,1,6,0,18,44,0,2015,10,20,0,0
A689955,0,3,0,1096,19,28,0,0,0,1,7,0,16,24,0,2014,10,21,0,1
A682477,1,3,1,8,1,7,3,2,1,1,1,0,13,34,0,2014,06,28,1,1
A668692,0,2,0,731,57,9,0,0,0,1,2,0,12,1,0,2014,07,12,0,0
A688046,0,2,0,2191,40,9,1,1,0,1,2,0,17,11,0,2014,09,27,0,0
A674175,0,0,1,1826,1,11,0,0,1,1,1,0,15,40,0,2014,03,09,0,1
A702643,0,2,0,1461,17,16,0,0,0,1,6,0,18,59,0,2015,05,31,0,0
A691206,1,2,0,301,22,4,0,0,4,0,7,0,18,22,0,2014,11,05,1,0
A712695,0,3,0,3651,30,8,0,0,0,1,5,0,17,34,0,2015,10,14,0,0
A679515,0,2,1,2921,1,5,0,0,5,0,1,0,13,19,0,2014,07,12,0,1
A695821,0,2,0,31,27,9,1,1,0,1,0,0,18,54,0,2015,02,02,1,0
A686325,1,3,1,29,1,9,2,0,1,1,1,0,17,10,0,2014,08,20,1,0
A689690,0,3,0,181,22,0,2,1,0,1,7,0,14,37,0,2014,10,22,1,1
A668981,0,1,1,4381,1,11,2,0,1,1,1,0,13,5,0,2013,12,16,0,1
A691571,0,3,1,731,1,14,1,1,1,1,1,0,14,14,0,2014,11,10,0,1
A672323,0,0,0,3286,19,17,2,0,0,1,7,0,11,45,0,2014,02,09,0,0
A702024,1,2,1,61,1,9,1,1,5,1,1,0,20,26,0,2015,07,18,1,2
A690162,1,2,1,91,1,11,1,1,1,1,1,0,15,8,0,2014,11,28,1,1
A669853,0,3,0,181,17,5,2,0,0,1,6,0,14,50,0,2014,01,03,1,1
A700536,0,1,0,731,2,12,2,0,0,0,1,0,11,30,0,2015,05,01,0,0
A695328,0,2,0,366,80,5,0,0,0,1,2,0,13,8,0,2015,02,14,0,1
A653181,0,0,0,731,38,9,0,0,0,1,0,0,13,15,0,2014,02,05,0,1
A675465,1,3,1,2,1,9,2,1,1,1,1,0,15,32,0,2014,03,29,1,1
A665595,0,0,0,181,15,17,0,0,1,0,4,0,16,56,0,2013,10,23,1,1
A679970,1,2,1,61,1,7,1,1,1,1,1,0,17,46,0,2014,06,08,1,0
A715268,0,3,0,1461,2,4,2,1,0,1,1,0,20,10,0,2015,12,14,0,2
A710644,0,3,0,1096,15,9,1,1,1,1,4,0,15,8,0,2015,09,18,0,1
A704076,0,2,0,3286,17,0,1,1,0,1,6,0,14,22,0,2015,06,13,0,1
A696414,0,3,1,731,1,5,1,1,5,1,1,0,11,54,0,2015,02,06,0,0
A701272,0,3,0,211,54,4,1,1,0,1,1,0,12,38,0,2015,05,01,1,0
A720038,1,2,0,61,99,9,0,0,3,1,1,0,19,9,0,2016,02,02,1,0
A702773,0,3,1,61,1,5,1,1,5,1,1,0,12,20,0,2015,05,26,1,0
A718536,0,2,0,731,2,2,1,1,0,1,1,0,15,47,0,2016,01,08,0,1
A678021,1,3,1,15,1,7,2,0,1,1,1,0,18,19,0,2014,05,02,1,0
A702331,1,3,1,2,1,5,3,2,1,1,1,0,15,6,0,2015,05,12,1,1
A681003,1,3,0,731,24,5,0,0,0,1,6,0,13,27,0,2014,06,17,0,1
A693929,0,3,1,2921,1,2,0,0,5,1,1,0,14,55,0,2014,12,23,0,1
A704006,0,3,1,31,1,11,2,0,1,1,1,0,13,40,0,2015,06,09,1,1
A711812,1,3,0,1096,41,9,2,0,0,1,1,0,15,48,0,2015,09,27,0,1
A673562,1,2,0,2191,40,9,1,1,0,1,2,0,17,7,0,2014,03,02,0,0
A714694,1,3,1,29,1,11,3,2,1,1,1,0,12,27,0,2015,10,27,1,0
A641781,0,2,0,1096,17,13,1,1,0,1,6,0,18,27,0,2015,08,20,0,0
A682965,1,1,0,3651,92,8,2,0,0,0,4,0,14,21,0,2014,07,05,0,1
A683248,0,3,1,366,1,6,0,0,1,1,1,0,14,39,0,2014,08,06,0,1
A674573,0,2,0,61,106,4,1,1,0,1,1,0,18,9,0,2014,03,24,1,0
A698935,0,0,0,731,127,17,1,1,0,0,1,0,12,38,0,2015,03,20,0,0
A670537,1,2,1,301,1,9,0,0,1,1,1,0,18,47,0,2014,01,15,1,0
A669581,1,3,0,731,15,4,1,1,1,1,4,0,17,15,0,2013,12,31,0,0
A640316,0,2,0,366,15,5,0,0,4,1,4,0,17,43,0,2013,10,02,0,0
A710980,1,3,1,121,1,7,2,0,1,1,1,0,9,0,0,2015,09,01,1,0
A695130,0,2,0,1096,7,5,0,0,0,1,4,0,11,20,0,2015,01,18,0,0
A633632,0,3,0,731,15,4,2,1,4,1,4,0,14,1,0,2014,02,13,0,1
A696223,1,3,1,731,1,7,2,1,1,1,1,0,9,0,0,2015,02,01,0,0
A708784,0,2,1,91,1,18,1,1,1,1,1,0,16,17,0,2015,08,22,1,1
A666838,0,0,0,2921,48,9,0,0,0,1,7,0,11,19,0,2014,12,24,0,0
A687744,0,2,1,61,1,9,1,1,1,1,1,0,18,25,0,2014,09,13,1,0
A703064,0,2,1,91,1,14,1,1,1,1,1,0,13,47,0,2015,08,12,1,1
A707991,1,3,1,1461,1,46,0,0,1,1,1,0,9,0,0,2015,07,22,0,0
A681550,1,3,0,1826,15,0,1,1,1,1,4,0,18,7,0,2014,07,09,0,0
A694190,0,1,1,4381,1,11,0,0,1,1,1,0,11,38,0,2014,12,27,0,0
A676547,0,0,1,241,1,7,2,1,1,1,1,0,16,14,0,2014,04,14,1,1
A690263,1,1,1,1096,1,5,2,0,1,0,1,0,10,6,0,2014,10,17,0,0
A706175,0,2,0,731,2,8,0,0,0,0,1,0,14,4,0,2015,07,31,0,1
A699978,1,3,0,1461,53,9,1,1,0,1,4,0,11,55,0,2015,04,13,0,0
A697786,0,2,0,121,42,5,1,1,0,0,5,0,18,54,0,2015,03,07,1,0
A692871,0,2,1,31,1,11,0,0,1,1,1,0,11,18,0,2014,12,24,1,0
A669483,0,0,0,366,2,0,0,0,0,1,1,0,11,38,0,2013,12,22,0,0
A685149,0,2,1,241,1,11,0,0,1,1,1,0,18,35,0,2014,08,25,1,0
A692267,0,4,1,31,1,5,2,0,1,1,1,0,11,12,0,2014,11,28,1,0
A688090,1,3,1,31,1,2,2,0,1,1,1,0,14,35,0,2014,09,19,1,1
A686131,0,2,0,151,140,0,2,0,0,1,5,0,11,46,0,2014,12,13,1,0
A684705,1,3,1,5,1,1,2,0,1,1,1,0,14,34,0,2014,07,29,1,1
A720553,1,2,0,61,15,9,0,0,1,1,4,0,18,55,0,2016,02,15,1,0
A713385,0,2,0,301,15,5,0,0,1,1,4,0,11,41,0,2015,10,11,1,0
A710856,0,3,0,181,2,9,0,0,0,1,1,0,14,42,0,2015,09,29,1,1
A687304,0,3,1,731,1,18,1,1,1,1,1,0,13,40,0,2014,09,20,0,1
A702671,0,2,0,61,38,17,1,1,0,1,0,0,13,12,0,2015,05,22,1,1
A677483,1,3,1,29,1,5,2,1,1,1,1,0,12,25,0,2014,04,27,1,0
A682930,1,3,1,15,1,2,2,1,1,1,1,0,12,42,0,2014,07,05,1,0
A688223,1,2,0,61,17,5,1,1,0,1,6,0,14,15,0,2014,09,21,1,1
A705617,0,2,1,61,1,6,1,1,1,1,1,0,18,33,0,2015,06,30,1,0
A689554,0,3,0,301,37,5,1,1,0,1,5,0,12,42,0,2014,10,20,1,0
A667599,0,0,0,366,13,5,0,0,0,1,0,0,16,48,0,2013,11,29,0,1
A704498,1,3,0,31,17,9,2,0,0,1,6,0,16,5,0,2015,06,05,1,1
A681022,0,2,0,301,31,5,0,0,0,1,0,0,17,24,0,2014,06,17,1,0
A665213,0,3,0,731,17,32,2,1,0,0,6,0,15,25,0,2013,10,19,0,1
A688525,0,2,0,1096,17,5,1,1,0,1,6,0,16,32,0,2014,09,29,0,1
A664075,0,2,0,2921,23,9,0,0,0,1,4,0,10,29,0,2013,10,26,0,0
A705246,0,3,0,181,24,5,0,0,0,1,6,0,10,21,0,2015,07,02,1,0
A692807,0,0,0,2921,54,12,0,0,0,1,1,0,11,14,0,2014,12,01,0,0
A683827,1,3,1,211,1,7,2,1,1,1,1,0,9,0,0,2014,07,16,1,0
A720361,1,2,0,1826,7,4,1,1,0,0,4,0,17,38,0,2016,02,11,0,0
A512959,0,2,0,2191,13,0,0,0,0,1,0,0,11,40,0,2014,11,02,0,0
A665939,0,3,1,366,1,5,1,1,5,1,1,0,14,5,0,2013,11,04,0,1
A664285,1,4,1,2,1,5,2,0,1,1,1,0,11,3,0,2013,10,02,1,0
A682615,0,2,1,91,1,11,1,1,1,1,1,0,17,59,0,2014,09,20,1,0
A714763,0,3,0,731,2,23,1,1,0,1,1,0,14,38,0,2015,12,16,0,1
A714661,0,3,0,151,41,9,2,0,0,1,1,0,13,47,0,2015,10,31,1,1
A714656,0,3,0,366,2,2,2,1,0,1,1,0,14,38,0,2015,11,15,0,1
A702772,0,3,1,61,1,7,0,0,5,1,1,0,12,20,0,2015,05,26,1,0
A710377,1,2,0,61,36,4,1,1,0,0,3,0,18,56,0,2015,08,24,1,0
A665233,1,3,0,31,69,17,2,1,0,1,5,0,16,10,0,2013,10,15,1,1
A692653,0,0,0,366,37,9,1,1,0,1,5,0,15,55,0,2015,02,03,0,1
A702686,1,3,1,15,1,5,3,2,1,1,1,0,18,42,0,2015,05,16,1,0
A716047,0,2,0,1096,35,8,0,0,0,1,4,0,8,49,0,2015,11,23,0,0
A669433,0,2,0,731,15,16,0,0,1,1,4,0,10,38,0,2014,06,21,0,0
A715058,0,0,0,366,80,5,0,0,0,1,2,0,15,5,0,2015,11,01,0,1
A680156,0,2,1,61,1,43,1,1,1,1,1,0,15,1,0,2014,07,20,1,1
A667750,1,0,1,1096,1,7,1,1,1,1,1,0,16,8,0,2013,11,27,0,1
A672400,1,3,0,61,7,9,2,0,0,1,4,0,14,59,0,2014,02,09,1,1
A700718,1,3,1,366,1,7,2,1,5,1,1,0,9,0,0,2015,04,19,0,0
A694866,0,0,0,366,4,4,1,1,0,1,3,0,17,3,0,2015,01,08,0,0
A696413,0,0,1,366,1,1,0,0,1,1,1,0,11,34,0,2015,07,09,0,0
A694714,0,2,0,1096,0,5,0,0,0,1,0,0,17,5,0,2015,03,16,0,0
A670907,1,3,0,15,15,0,2,1,1,1,4,0,17,45,0,2014,01,15,1,0
A678973,0,2,0,366,21,0,0,0,0,1,0,0,17,49,0,2014,05,26,0,0
A696418,0,2,0,366,61,0,0,0,7,1,1,0,15,50,0,2015,02,14,0,1
A688861,0,2,0,91,31,9,1,1,0,1,0,0,18,46,0,2014,09,29,1,0
A705505,1,3,1,29,1,9,2,0,1,1,1,0,17,27,0,2015,06,18,1,0
A719408,1,3,0,91,54,9,2,1,0,1,1,0,13,28,0,2016,01,20,1,1
A706320,1,3,1,22,1,14,2,1,1,1,1,0,16,31,0,2015,06,27,1,1
A718957,1,3,1,2556,1,9,1,1,1,1,1,0,12,38,0,2016,01,14,0,0
A679234,0,0,0,731,13,5,2,0,0,1,0,0,14,2,0,2014,05,26,0,1
A701149,1,2,0,61,22,9,0,0,0,1,7,0,10,27,0,2015,06,25,1,0
A680462,0,2,0,731,36,9,1,1,0,1,3,0,18,27,0,2014,07,05,0,0
A719279,0,2,0,3286,40,9,1,1,0,1,2,0,14,34,0,2016,01,22,0,1
A676400,1,3,1,8,1,18,2,1,1,1,1,0,14,12,0,2014,04,09,1,1
A692231,0,3,0,2191,17,5,0,0,0,1,6,0,13,20,0,2014,12,01,0,1
A704735,0,3,0,121,17,0,2,0,0,1,6,0,0,0,0,2015,06,20,1,2
A686217,0,3,1,1826,67,36,2,1,0,1,1,0,13,50,0,2014,08,28,0,1
A709335,0,2,1,61,1,5,1,1,1,1,1,0,18,10,0,2015,09,08,1,0
A681095,0,2,0,731,44,0,0,0,0,1,0,0,18,15,0,2015,03,21,0,0
A662463,0,3,0,731,2,4,0,0,0,1,1,0,14,51,0,2014,01,03,0,1
A693475,0,2,0,1461,13,0,0,0,0,1,0,0,9,43,0,2015,05,05,0,0
A680527,0,1,0,366,17,5,0,0,0,1,6,0,14,26,0,2014,07,02,0,1
A686459,0,2,1,61,1,18,1,1,1,1,1,0,17,39,0,2014,09,21,1,0
A665472,0,2,1,61,1,43,2,0,4,1,1,0,18,11,0,2013,10,22,1,0
A640804,0,2,1,366,1,7,0,0,1,1,1,0,15,25,0,2014,02,17,0,1
A718113,0,3,0,1096,75,9,0,0,0,1,1,0,0,0,0,2015,12,24,0,2
A672724,0,3,0,1096,8,17,0,0,0,0,5,0,17,26,0,2014,02,20,0,0
A673635,1,2,0,271,35,17,0,0,0,1,4,0,18,11,0,2014,03,04,1,0
A669012,1,3,0,31,31,5,2,1,0,1,0,0,18,19,0,2013,12,12,1,0
A678636,0,0,0,3651,13,0,0,0,0,1,0,0,14,52,0,2014,05,11,0,1
A716663,0,2,1,91,1,7,0,0,1,1,1,0,16,12,0,2015,12,05,1,1
A680049,1,1,1,61,1,5,2,1,1,1,1,0,13,45,0,2014,06,01,1,1
A665953,1,1,1,2921,1,5,0,0,5,1,1,0,18,52,0,2013,10,24,0,0
A672243,1,1,1,366,1,19,2,0,1,1,1,0,13,30,0,2014,02,06,0,1
A667474,0,2,0,731,2,2,1,1,0,1,1,0,17,41,0,2014,01,03,0,0
A687187,0,2,0,366,17,5,0,0,0,1,6,0,12,14,0,2014,10,13,0,0
A666100,0,0,0,3286,17,8,2,1,0,1,6,0,11,57,0,2013,10,28,0,0
A694456,0,2,0,2921,40,34,0,0,0,1,2,0,12,46,0,2015,01,05,0,0
A668729,0,2,0,366,30,12,0,0,0,1,5,0,14,50,0,2013,12,17,0,1
A674321,0,0,0,731,15,4,0,0,1,1,4,0,16,57,0,2014,06,08,0,1
A704987,0,2,1,61,1,7,0,0,1,1,1,0,16,9,0,2015,06,22,1,1
A702835,0,2,1,241,1,15,1,1,1,1,1,0,11,20,0,2016,01,15,1,0
A672695,1,3,1,1096,1,7,3,2,4,1,1,0,18,8,0,2014,02,16,0,0
A705527,0,2,0,91,4,0,1,1,0,1,3,0,19,22,0,2015,06,22,1,0
A701992,0,1,0,1826,2,4,2,0,0,1,1,0,17,15,0,2015,05,07,0,0
A683214,0,3,1,366,1,6,1,1,1,1,1,0,10,41,0,2014,07,21,0,0
A701155,1,2,0,61,22,0,0,0,0,1,7,0,13,3,0,2015,06,28,1,1
A672469,1,3,0,1096,15,4,1,1,1,1,4,0,11,11,0,2014,02,15,0,0
A698830,0,0,0,301,7,5,0,0,0,1,4,0,17,55,0,2015,04,11,1,0
A704869,0,3,1,731,67,36,1,1,0,1,1,0,15,38,0,2015,06,15,0,1
A681405,0,2,1,91,1,7,0,0,1,1,1,0,14,0,0,2014,06,24,1,1
A717751,0,0,0,366,15,5,1,1,1,1,4,0,15,4,0,2015,12,14,0,1
A709045,1,3,1,31,1,2,2,0,1,1,1,0,17,55,0,2015,08,04,1,0
A664219,1,4,1,31,1,2,2,0,1,1,1,0,12,34,0,2013,10,01,1,0
A686715,1,1,0,366,2,12,2,1,0,1,1,0,11,21,0,2014,08,27,0,0
A665698,0,2,0,331,21,0,0,0,0,1,0,0,14,22,0,2013,10,29,1,1
A666810,0,2,1,301,29,5,0,0,1,1,1,0,16,12,0,2013,11,30,1,1
A711393,1,3,1,8,1,7,2,0,1,1,1,0,13,41,0,2015,09,06,1,1
A692416,1,1,0,731,2,12,2,1,0,1,1,0,9,51,0,2014,11,20,0,0
A713448,0,2,0,1461,17,5,0,0,0,1,6,0,16,6,0,2015,11,08,0,1
A702838,0,2,1,121,1,7,1,1,1,1,1,0,13,14,0,2015,09,08,1,1
A636667,0,1,0,731,17,8,2,0,0,1,6,0,8,12,0,2014,12,18,0,0
A672557,1,3,0,366,15,4,1,1,1,1,4,0,15,20,0,2014,02,17,0,1
A683461,0,3,1,366,29,36,2,1,0,1,1,0,13,52,0,2014,07,16,0,1
A688959,0,0,0,731,15,5,1,1,1,1,4,0,13,27,0,2016,02,12,0,1
A666862,0,3,0,1096,6,9,0,0,0,1,3,0,17,25,0,2013,11,13,0,0
A663707,0,3,1,91,1,7,1,1,1,1,1,0,11,54,0,2013,10,11,1,0
A691840,0,0,0,5841,13,5,2,1,0,1,0,0,19,38,0,2014,11,10,0,0
A684464,0,2,0,61,17,5,0,0,0,1,6,0,19,3,0,2014,07,26,1,0
A638060,0,2,1,2921,1,5,0,0,1,1,1,0,17,38,0,2015,08,16,0,0
A710892,1,2,0,731,4,20,0,0,0,1,3,0,17,37,0,2015,09,02,0,0
A710654,1,3,1,29,1,6,2,1,1,1,1,0,19,8,0,2015,09,14,1,0
A714509,1,2,1,61,67,36,0,0,0,1,1,0,13,38,0,2015,10,27,1,1
A711743,1,3,1,366,1,6,3,2,1,1,1,0,9,0,0,2015,09,12,0,0
A693580,0,2,0,366,15,9,1,1,1,1,4,0,12,17,0,2015,04,25,0,0
A698029,1,3,0,366,42,5,1,1,0,0,5,0,16,12,0,2015,03,10,0,1
A695666,1,3,1,121,1,7,2,0,1,1,1,0,9,0,0,2015,01,21,1,0
A677548,1,3,1,22,1,5,2,0,5,1,1,0,15,31,0,2014,04,26,1,1
A688967,1,3,1,121,1,7,2,0,1,1,1,0,9,0,0,2014,09,28,1,0
A680234,0,3,0,366,90,5,1,1,1,1,3,0,16,38,0,2014,06,10,0,1
A712949,1,3,1,366,1,7,2,0,1,1,1,0,9,0,0,2015,10,01,0,0
A672110,0,3,0,1461,22,8,0,0,0,1,7,0,16,4,0,2014,02,17,0,1
A703999,0,2,0,301,17,9,1,1,0,1,6,0,11,14,0,2015,06,24,1,0
A683121,1,3,1,91,1,6,2,1,1,0,1,0,11,58,0,2014,07,08,1,0
A652097,0,0,0,731,22,0,1,1,4,0,7,0,12,34,0,2014,02,10,0,0
A706229,0,1,0,5476,17,5,0,0,0,1,6,0,19,11,0,2015,06,26,0,0
A687584,1,2,1,61,1,9,0,0,1,1,1,0,11,50,0,2014,09,12,1,0
A609632,0,0,0,3286,52,5,2,1,0,1,5,0,18,5,0,2015,03,23,0,0
A678557,0,2,0,91,35,17,1,1,1,1,4,0,17,11,0,2014,05,11,1,0
